creditscore,age,tenure,balance,numofproducts,estimatedsalary,NewAGT,CreditsScore,AgeScore,BalanceScore,EstSalaryScore,NewEstimatedSalary,geography_Germany,geography_Spain,gender_Male,hascrcard,isactivemember
1.1940298507462686,0.16666666666666666,0.0,0.14518610475490315,2.0,0.8680636029643912,0.16666666666666666,1.0,0.25,0.3,0.9,0.8680636029643912,1,0,1,1,1
0.1417910447761194,0.6666666666666666,0.25,0.018533386230353936,0.0,0.0882089206927145,0.5833333333333334,0.2,0.75,0.1,0.1,0.0882089206927145,1,0,1,1,1
-0.9925373134328358,0.8333333333333334,0.25,0.4708201482495409,1.0,0.4785685889945624,0.75,-0.8,0.75,0.9,0.5,0.4785685889945624,0,1,0,0,0
-0.5671641791044776,0.5833333333333334,1.0,0.1749548589109857,0.0,0.19172177584469152,0.25,-0.4,0.5,0.3,0.1,0.19172177584469152,1,0,1,1,0
1.4776119402985075,2.4166666666666665,-0.25,-0.761480032314815,1.0,-0.3643106225203728,2.5,1.0,1.0,-0.9,-0.3,-0.36431062252037283,0,0,1,0,1
0.3582089552238806,-0.5833333333333334,-0.25,0.15025307839977728,0.0,0.34784773413835873,-0.5,0.4,-0.5,0.3,0.3,0.3478477341383586,1,0,0,1,1
-0.9328358208955224,-0.75,-0.75,0.2084264828557872,1.0,0.5656566708902462,-0.5,-0.6,-0.75,0.5,0.5,0.5656566708902462,1,0,0,1,1
0.7388059701492538,0.16666666666666666,-0.5,-0.761480032314815,1.0,-0.1628133333316393,0.3333333333333333,0.8,0.25,-0.7,-0.1,-0.16281333333163928,0,0,0,1,1
-0.4253731343283582,-1.1666666666666667,0.5,-0.761480032314815,1.0,0.6900571231389179,-1.3333333333333333,-0.4,-0.75,-0.3,0.7,0.690057123138918,0,1,1,1,1
-0.746268656716418,1.0,-0.25,-0.761480032314815,0.0,0.9158083373280105,1.0833333333333333,-0.6,0.75,-0.9,0.9,0.9158083373280104,0,0,1,1,1
0.582089552238806,0.6666666666666666,0.25,0.4362314351199865,0.0,0.6330586460922911,0.5833333333333334,0.6,0.75,0.9,0.7,0.6330586460922911,1,0,1,0,0
0.007462686567164179,0.0,-0.5,0.22355619023623774,1.0,0.34995961702429884,0.16666666666666666,0.2,0.0,0.5,0.3,0.34995961702429884,1,0,0,1,0
0.48507462686567165,-1.25,0.25,0.03025369574059896,0.0,-0.15748514367687214,-1.3333333333333333,0.6,-0.75,0.1,-0.1,-0.15748514367687216,0,1,0,0,1
-0.5,0.16666666666666666,0.5,0.5359573608648537,1.0,0.321773938935249,0.0,-0.4,0.25,0.9,0.3,0.32177393893524914,1,0,0,0,0
-0.12686567164179105,1.0833333333333333,0.5,0.4877235353510664,1.0,-0.46381661237590505,0.9166666666666666,0.0,0.75,0.9,-0.5,-0.46381661237590505,0,1,1,0,0
-0.022388059701492536,-0.6666666666666666,-0.75,-0.4087635290084379,0.0,0.7450425117054728,-0.4166666666666667,0.0,-0.5,-0.3,0.7,0.7450425117054728,0,1,1,1,1
0.917910447761194,-0.5833333333333334,0.0,-0.761480032314815,0.0,0.9522346072382404,-0.5833333333333334,0.8,-0.5,-0.5,0.9,0.9522346072382404,0,0,0,1,0
0.5447761194029851,-0.5,0.75,-0.761480032314815,1.0,-0.41208544242322753,-0.75,0.6,-0.5,-0.5,-0.5,-0.4120854424232276,0,0,1,1,1
-0.11940298507462686,-1.4166666666666667,1.25,0.21206064605813776,0.0,0.003790117281512389,-1.8333333333333333,0.0,-0.75,0.5,0.1,0.0037901172815123147,0,0,0,0,0
0.917910447761194,2.4166666666666665,1.0,-0.761480032314815,1.0,-0.3310585802801741,2.0833333333333335,0.8,1.0,-0.7,-0.3,-0.3310585802801741,0,0,0,1,1
1.4776119402985075,0.25,0.5,0.05680836048692831,0.0,-1.0107728337236532,0.08333333333333333,1.0,0.25,0.1,-0.9,-1.0107728337236532,1,0,0,1,1
-0.5,1.5,1.25,0.07220874204742805,2.0,0.23140521193852134,1.0833333333333333,-0.4,1.0,0.1,0.3,0.23140521193852134,0,0,1,1,1
-0.835820895522388,-1.25,-0.25,-0.761480032314815,2.0,0.8745067870969121,-1.1666666666666667,-0.6,-0.75,-0.9,0.9,0.874506787096912,0,0,1,1,1
-1.0522388059701493,-0.5,0.0,0.31503771733060576,0.0,0.6267251318815115,-0.5,-0.8,-0.5,0.7,0.7,0.6267251318815115,0,0,0,0,1
0.8880597014925373,-0.8333333333333334,-0.75,-0.761480032314815,1.0,1.0096282619083405,-0.5833333333333334,0.8,-0.75,-0.5,0.9,1.0096282619083403,0,0,1,1,1
0.3208955223880597,-0.25,1.0,-0.761480032314815,1.0,-0.3322805003906165,-0.5833333333333334,0.4,-0.25,-0.9,-0.3,-0.3322805003906165,0,1,0,1,1
0.7835820895522388,-0.08333333333333333,-1.0,-0.2495124731049361,0.0,-0.36239124642940673,0.25,0.8,0.0,-0.3,-0.3,-0.36239124642940673,1,0,1,0,0
-0.23134328358208955,-0.25,0.75,-0.761480032314815,0.0,-0.530778688206964,-0.5,-0.2,-0.25,-0.7,-0.5,-0.5307786882069642,0,1,1,0,0
-1.8507462686567164,1.4166666666666667,-0.25,0.221377243501156,0.0,-0.167485536262667,1.5,-0.8,1.0,0.5,-0.1,-0.167485536262667,1,0,0,1,0
-0.5373134328358209,2.5,-0.5,0.44457626916811915,0.0,-0.9429681595133257,2.6666666666666665,-0.4,1.0,0.9,-0.9,-0.9429681595133257,0,1,1,1,1
-1.007462686567164,-0.6666666666666666,0.0,-0.761480032314815,1.0,0.03261602784233715,-0.6666666666666666,-0.8,-0.5,-0.9,0.1,0.03261602784233723,0,1,0,1,0
-0.4701492537313433,0.6666666666666666,-1.0,-0.761480032314815,0.0,0.26167614314567444,1.0,-0.4,0.75,-0.7,0.3,0.2616761431456744,0,1,0,0,0
0.7910447761194029,0.25,-0.5,-0.761480032314815,1.0,-0.04163457478956321,0.4166666666666667,0.8,0.25,-0.5,-0.1,-0.04163457478956317,0,1,1,0,0
0.4552238805970149,0.08333333333333333,0.5,0.3714047731413497,0.0,-0.44314733871933937,-0.08333333333333333,0.6,0.25,0.7,-0.5,-0.44314733871933937,1,0,0,1,1
-1.1492537313432836,-0.25,-0.75,-0.761480032314815,1.0,0.49127169973513796,0.0,-0.8,-0.25,-0.9,0.5,0.49127169973513796,0,0,1,1,1
0.43283582089552236,-0.3333333333333333,-1.0,-0.761480032314815,1.0,0.6923663915559245,0.0,0.6,-0.25,-0.7,0.7,0.6923663915559245,0,1,1,1,0
0.3805970149253731,0.5833333333333334,0.25,0.013036232578923933,0.0,0.5216465073649225,0.5,0.4,0.5,0.1,0.5,0.5216465073649225,0,0,1,1,0
0.43283582089552236,-0.25,1.0,0.2903524671383525,1.0,0.47649756552339523,-0.5833333333333334,0.6,-0.25,0.7,0.5,0.4764975655233953,1,0,1,1,0
-1.3134328358208955,0.25,0.25,-0.761480032314815,0.0,-0.7872904350981357,0.16666666666666666,-0.8,0.25,-0.9,-0.7,-0.7872904350981356,0,0,1,1,1
-0.1865671641791045,-0.16666666666666666,0.5,-0.761480032314815,0.0,0.8896003768823633,-0.3333333333333333,-0.2,-0.25,-0.5,0.9,0.8896003768823633,0,1,0,1,0
0.44776119402985076,-0.4166666666666667,-1.0,-0.761480032314815,1.0,-1.001059066883279,-0.08333333333333333,0.6,-0.5,-0.5,-0.9,-1.001059066883279,0,0,0,1,0
-0.13432835820895522,-0.8333333333333334,-0.5,0.07700292625816876,0.0,0.7443301145956666,-0.6666666666666666,0.0,-0.75,0.1,0.7,0.7443301145956666,1,0,1,1,0
-1.2388059701492538,-1.0833333333333333,-1.0,-0.761480032314815,0.0,-0.014139746059245378,-0.75,-0.8,-0.75,-0.5,-0.1,-0.014139746059245303,0,1,1,1,0
-1.335820895522388,-0.4166666666666667,0.0,0.387042219844781,1.0,-0.2769390657296613,-0.4166666666666667,-0.8,-0.5,0.7,-0.3,-0.27693906572966137,1,0,0,1,1
-1.0223880597014925,-0.16666666666666666,1.25,0.6194984591549136,0.0,0.21429711070830487,-0.5833333333333334,-0.8,-0.25,0.9,0.3,0.21429711070830487,0,1,1,0,1
0.746268656716418,-0.4166666666666667,1.0,0.14406407997728685,1.0,0.015078801116671673,-0.75,0.8,-0.5,0.3,0.1,0.015078801116671748,1,0,1,0,1
0.17164179104477612,-0.4166666666666667,0.75,0.7852941895380473,0.0,-0.48262098916120166,-0.6666666666666666,0.2,-0.5,0.9,-0.5,-0.48262098916120166,0,1,1,1,1
-0.5895522388059702,0.08333333333333333,-0.25,-0.761480032314815,1.0,0.9790354357594331,0.16666666666666666,-0.4,0.25,-0.7,0.9,0.9790354357594331,0,1,1,1,1
0.014925373134328358,0.5,1.0,-0.09812718537084016,1.0,-0.184096717893819,0.16666666666666666,0.2,0.5,-0.1,-0.1,-0.18409671789381907,1,0,1,0,1
-0.23134328358208955,0.3333333333333333,0.0,0.058233179969577865,0.0,-0.04718850762893291,0.3333333333333333,-0.2,0.5,0.1,-0.1,-0.04718850762893295,0,1,1,1,1
0.06716417910447761,0.3333333333333333,-1.0,-0.761480032314815,1.0,0.31617020233160387,0.6666666666666666,0.2,0.5,-0.9,0.3,0.316170202331604,0,0,0,0,1
0.4626865671641791,-0.3333333333333333,-0.5,-0.4871503798369594,0.0,-0.47290031077803,-0.16666666666666666,0.6,-0.25,-0.3,-0.5,-0.47290031077802996,1,0,1,1,0
-1.0820895522388059,-0.4166666666666667,0.5,-0.761480032314815,1.0,-0.3279703403337691,-0.5833333333333334,-0.8,-0.5,-0.3,-0.3,-0.3279703403337691,0,1,1,1,0
-0.8283582089552238,0.0,1.0,0.9018463347817339,0.0,0.49418166253350493,-0.3333333333333333,-0.6,0.0,0.9,0.5,0.49418166253350504,0,0,1,0,1
0.022388059701492536,2.5,0.25,0.4008393954948535,0.0,0.8822508658803688,2.4166666666666665,0.2,1.0,0.7,0.9,0.8822508658803687,1,0,1,1,1
-0.7313432835820896,0.3333333333333333,-0.25,0.11715648116985138,0.0,-0.6500074769171622,0.4166666666666667,-0.6,0.5,0.3,-0.7,-0.6500074769171621,0,1,0,0,1
0.13432835820895522,-0.08333333333333333,-0.5,-0.761480032314815,0.0,0.4122559949057865,0.08333333333333333,0.2,0.0,-0.5,0.5,0.4122559949057864,0,0,1,1,0
0.1044776119402985,0.8333333333333334,0.0,-0.761480032314815,0.0,0.6754710235473976,0.8333333333333334,0.2,0.75,-0.5,0.7,0.6754710235473975,0,1,0,0,0
-0.1417910447761194,-0.3333333333333333,-0.5,-0.761480032314815,1.0,0.9240845032665298,-0.16666666666666666,0.0,-0.25,-0.9,0.9,0.9240845032665299,0,0,0,1,0
